Cod_Dpto,Departamento,Cod_Mpio,Municipio,Grupo_cultivo,Subgrupo,Cultivo,Desagregacion,Anio,Periodo,Area_sembrada,Area_cosechada,Produccion,Rendimiento,Ciclo,Estado_fisico,Cod_cultivo,Nombre_cientifico
5,Antioquia,5674,San Vicente Ferrer,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,43.0,37.0,45.5,1.23,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5674,San Vicente Ferrer,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,39.33,31.61,35.4,1.12,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5674,San Vicente Ferrer,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,40.69,34.26,35.64,1.04,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5674,San Vicente Ferrer,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,46.61,37.46,30.32,0.81,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5674,San Vicente Ferrer,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,48.51,35.08,35.16,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5679,Santa Bárbara,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1892.0,1431.0,1911.0,1.34,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5679,Santa Bárbara,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,1897.0,1536.0,948.0,0.62,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5679,Santa Bárbara,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,1845.69,1436.6,1522.8,1.06,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5679,Santa Bárbara,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,1806.63,1455.52,418.07,0.29,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5679,Santa Bárbara,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1736.73,1456.93,587.47,0.4,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5679,Santa Bárbara,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,1715.13,1388.5,687.43,0.5,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5686,Santa Rosa de Osos,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,652.0,556.0,722.0,1.3,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5686,Santa Rosa de Osos,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,630.0,551.0,663.0,1.2,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5686,Santa Rosa de Osos,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,602.28,515.98,469.54,0.91,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5686,Santa Rosa de Osos,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,593.71,530.82,565.37,1.07,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5686,Santa Rosa de Osos,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,600.54,541.28,566.3,1.05,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5686,Santa Rosa de Osos,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,603.31,523.12,679.86,1.3,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5690,Santo Domingo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1000.0,872.0,1074.0,1.23,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5690,Santo Domingo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,963.0,863.0,983.0,1.14,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5690,Santo Domingo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,892.13,777.89,917.91,1.18,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5690,Santo Domingo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,872.35,790.34,711.37,0.9,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5690,Santo Domingo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,821.16,771.95,686.58,0.89,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5690,Santo Domingo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,747.31,661.73,728.95,1.1,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5756,Sonsón,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,2240.0,1824.0,2369.0,1.3,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5756,Sonsón,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,2224.0,1908.0,2291.0,1.2,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5756,Sonsón,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,2198.32,1809.72,2406.93,1.33,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5756,Sonsón,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,2186.17,1830.03,1871.16,1.02,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5756,Sonsón,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,2142.68,1849.07,2676.5,1.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5756,Sonsón,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,2086.73,1713.42,3075.08,1.79,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5761,Sopetrán,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1126.0,980.0,1288.0,1.31,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5761,Sopetrán,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,1122.0,1007.0,1223.0,1.21,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5761,Sopetrán,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,1063.2,933.57,1101.61,1.18,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5761,Sopetrán,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,1077.57,983.31,902.94,0.92,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5761,Sopetrán,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1048.52,956.0,836.63,0.88,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5761,Sopetrán,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,998.97,884.16,963.02,1.09,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5789,Támesis,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1649.4,1511.8,2267.7,1.5,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5789,Támesis,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,1573.0,1355.0,1641.0,1.21,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5789,Támesis,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,1527.26,1277.09,1851.78,1.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5789,Támesis,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,1445.08,1220.26,1835.37,1.5,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5789,Támesis,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1425.96,1240.7,1928.19,1.55,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5789,Támesis,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,1404.43,1203.45,2308.79,1.92,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5792,Tarso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1010.0,812.0,1093.0,1.35,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5792,Tarso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,944.0,817.0,1018.0,1.25,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5792,Tarso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,897.6,681.09,619.79,0.91,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5792,Tarso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,909.34,669.9,875.64,1.31,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5792,Tarso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,919.95,672.43,1030.26,1.53,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5792,Tarso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,917.53,597.63,1257.49,2.1,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5809,Titiribí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,483.0,402.0,537.0,1.34,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5809,Titiribí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,474.0,407.0,502.0,1.23,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5809,Titiribí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,460.82,390.87,461.23,1.18,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5809,Titiribí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,433.82,376.98,695.6,1.85,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5809,Titiribí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,423.55,375.08,758.74,2.02,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5809,Titiribí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,409.1,355.14,527.48,1.49,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5819,Toledo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,960.0,739.0,985.0,1.33,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5819,Toledo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,967.0,824.0,1016.0,1.23,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5819,Toledo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,999.08,858.85,1245.33,1.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5819,Toledo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,1027.69,902.31,1093.8,1.21,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5819,Toledo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1074.38,966.39,1050.39,1.09,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5819,Toledo,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,1130.62,940.87,1269.35,1.35,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5842,Uramita,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,463.0,383.0,511.0,1.33,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5842,Uramita,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,465.0,417.0,515.0,1.24,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5842,Uramita,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,474.99,424.11,424.11,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5842,Uramita,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,466.47,401.52,358.64,0.89,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5842,Uramita,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,430.74,361.16,341.26,0.94,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5842,Uramita,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,413.86,338.75,394.12,1.16,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5847,Urrao,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1051.0,896.0,569.5,0.64,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5847,Urrao,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,1039.0,913.0,1073.0,1.18,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5847,Urrao,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,1024.78,888.68,942.0,1.06,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5847,Urrao,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,1023.54,865.0,807.09,0.93,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5847,Urrao,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1034.67,880.4,1233.74,1.4,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5847,Urrao,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,1054.02,903.45,1565.51,1.73,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5854,Valdivia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,48.0,48.0,61.0,1.27,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5854,Valdivia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,46.0,45.0,53.0,1.18,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5854,Valdivia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,45.5,45.11,73.98,1.64,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5854,Valdivia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,47.59,46.42,54.36,1.17,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5854,Valdivia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,49.0,47.59,55.68,1.17,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5854,Valdivia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,39.11,34.92,50.57,1.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5856,Valparaíso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,556.0,456.0,599.0,1.31,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5856,Valparaíso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,549.0,478.0,580.0,1.21,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5856,Valparaíso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,511.51,425.6,621.38,1.46,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5856,Valparaíso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,475.65,401.39,251.04,0.63,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5856,Valparaíso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,450.29,387.22,484.47,1.25,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5856,Valparaíso,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,425.53,354.07,547.8,1.55,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5858,Vegachí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,376.0,316.0,415.0,1.31,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5858,Vegachí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,369.0,320.0,389.0,1.22,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5858,Vegachí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,364.47,315.83,230.56,0.73,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5858,Vegachí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,323.4,274.97,200.89,0.73,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5858,Vegachí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,316.4,273.08,175.54,0.64,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5858,Vegachí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,319.31,275.08,217.9,0.79,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5861,Venecia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,641.0,496.0,663.0,1.34,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5861,Venecia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,614.0,451.0,557.0,1.24,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5861,Venecia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,611.75,475.14,646.19,1.36,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5861,Venecia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,605.19,510.78,277.14,0.54,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5861,Venecia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,573.16,454.07,841.17,1.85,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5861,Venecia,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,579.69,432.75,696.31,1.61,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5885,Yalí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,279.0,252.0,328.0,1.3,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5885,Yalí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,268.0,248.0,298.0,1.2,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5885,Yalí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,243.55,222.33,100.05,0.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5885,Yalí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,212.88,190.37,88.17,0.46,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5885,Yalí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,199.68,178.65,81.28,0.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5885,Yalí,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,199.41,184.16,102.57,0.56,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5887,Yarumal,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,282.0,282.0,451.2,1.6,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5887,Yarumal,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,283.0,235.0,282.0,1.2,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5887,Yarumal,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,285.33,230.42,334.11,1.45,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5887,Yarumal,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,283.24,239.8,323.16,1.35,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5887,Yarumal,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,259.31,233.13,297.5,1.28,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5887,Yarumal,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,259.03,222.2,352.03,1.58,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5890,Yolombó,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1299.0,1264.0,1516.8,1.2,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5890,Yolombó,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,1294.0,1152.0,1373.0,1.19,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5890,Yolombó,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,1240.05,1074.84,1461.78,1.36,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5890,Yolombó,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,1162.24,1002.49,1404.43,1.4,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5890,Yolombó,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1121.87,976.22,1392.31,1.43,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
5,Antioquia,5890,Yolombó,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,1062.77,876.77,1551.83,1.77,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13473,Morales,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,101.0,81.0,32.4,0.4,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13473,Morales,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,81.0,81.0,64.8,0.8,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13473,Morales,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,80.81,80.81,58.99,0.73,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13473,Morales,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,80.81,80.81,46.4,0.57,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13473,Morales,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,76.37,69.95,40.28,0.58,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13473,Morales,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,76.37,71.45,51.29,0.72,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13654,San Jacinto,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,49.0,30.0,30.0,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13654,San Jacinto,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,49.0,30.0,30.0,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13654,San Jacinto,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,59.0,49.0,44.59,0.91,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13654,San Jacinto,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2022,2022,89.0,59.0,59.0,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13654,San Jacinto,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,89.0,59.0,59.0,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13654,San Jacinto,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,89.0,59.0,59.0,1.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13667,San Martín de Loba,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2023,2023,1.2,0.0,0.0,0.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13667,San Martín de Loba,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2024,2024,2.0,0.0,0.0,0.0,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13688,Santa Rosa del Sur,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2019,2019,1305.0,1230.0,984.0,0.8,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13688,Santa Rosa del Sur,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2020,2020,1316.0,1146.0,984.0,0.86,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
13,Bolívar,13688,Santa Rosa del Sur,Cultivos tropicales tradicionales,Cultivos tropicales tradicionales,Café,Café,2021,2021,1322.91,1157.3,810.11,0.7,Permanente,Pergamino o seco de trilla,2030300,Coffea arabica
